1024        0.182034       0.004294
2048        0.702067       0.002814
3072        1.620402       0.001650
4096        2.758905       0.003244
5120        4.310653       0.000785
6144        6.277052       0.000000
7168        8.478214       0.000461
8192        11.222529       0.000246
9216        14.306241       -nan
10240        17.642717       0.000000
11264        21.523500       -nan
12288        25.757750       0.000000
13312        30.095592       0.000260
14336        35.082005       -nan
15360        40.472095       0.000722
16384        45.898014       0.000761
17408        52.088287       0.000671
18432        58.573887       0.000267
19456        65.013542       -nan
20480        72.306320       0.000611
21504        79.912773       -nan
22528        87.398865       0.000506
23552        95.693886       -nan
24576        104.470856       0.000518
25600        113.190697       0.000390
26624        122.678719       -nan
27648        132.633362       -nan
28672        142.267639       0.000538
29696        152.815720       -nan
30720        164.127563       0.000466
