1024        0.212215       0.004188
2048        0.860515       0.002104
3072        1.719044       0.000942
4096        2.984434       0.001908
5120        4.662091       0.001649
6144        6.616381       0.000590
7168        9.004403       -nan
8192        11.803812       -nan
9216        14.867714       0.000743
10240        18.383074       -nan
11264        22.241484       0.000657
12288        26.460732       -nan
13312        31.160723       0.000793
14336        36.308971       -nan
15360        41.781952       -nan
16384        47.711639       0.000463
17408        54.019428       0.000000
18432        60.580883       -nan
19456        67.586380       -nan
20480        74.919449       0.000417
21504        82.570457       -nan
22528        90.606804       -nan
23552        98.966965       0.000547
24576        107.781647       0.000290
25600        117.157585       -nan
26624        126.708771       0.000247
27648        136.692261       -nan
28672        147.024078       0.000850
29696        157.658569       0.000396
30720        168.718552       0.000944
