1024        0.114228       0.015916
2048        0.396389       0.002263
3072        0.863430       0.001058
4096        1.517517       0.001067
5120        2.364927       0.000653
6144        3.533119       -nan
7168        4.977035       0.000832
8192        6.611239       0.000295
9216        8.392491       0.000000
10240        10.364179       -nan
11264        12.539196       -nan
12288        14.922649       0.000453
13312        17.506268       0.000835
14336        20.304947       -nan
15360        23.302126       0.000671
16384        26.513365       0.000295
17408        29.922920       -nan
18432        33.551346       -nan
19456        37.376732       0.000296
20480        41.415619       -nan
21504        45.655540       -nan
22528        50.108368       -nan
23552        54.764698       0.000403
24576        59.630505       -nan
25600        64.698982       0.000342
26624        69.981079       -nan
27648        75.468338       -nan
28672        81.160881       0.000385
29696        87.062965       -nan
30720        93.190079       -nan
