1024        0.144608       0.005560
2048        0.525084       0.001273
3072        1.159428       0.001153
4096        2.046911       0.000337
5120        3.190827       0.000684
6144        4.585044       0.000301
7168        6.231877       0.000627
8192        8.138666       0.000339
9216        10.292809       0.000000
10240        12.699130       -nan
11264        15.358432       0.000360
12288        18.277739       -nan
13312        21.736849       0.000440
14336        25.615383       -nan
15360        31.184288       0.000501
16384        37.345535       0.000418
17408        43.687916       0.000000
18432        51.458771       0.000429
19456        58.624500       0.000000
20480        67.230232       0.000657
21504        75.417915       0.000655
22528        84.640007       0.000783
23552        94.111526       0.000664
24576        103.691505       0.000904
25600        113.441658       -nan
26624        124.639900       0.000663
27648        135.042053       0.000802
28672        146.970169       0.000521
29696        158.489792       0.000789
30720        171.001862       0.000365
