1024        0.132854       0.014397
2048        0.477433       0.003969
3072        1.050851       0.001314
4096        1.854880       0.001085
5120        2.890265       0.000676
6144        4.154025       0.000997
7168        5.642056       0.000774
8192        7.366468       0.000593
9216        9.313737       0.000419
10240        11.489939       0.000833
11264        13.897078       0.000398
12288        16.565666       0.000333
13312        19.881498       -nan
14336        23.694614       0.000659
15360        29.567055       0.000528
16384        35.700085       -nan
17408        41.845566       -nan
18432        49.831161       -nan
19456        56.758106       -nan
20480        65.568115       -nan
21504        73.611229       -nan
22528        82.931244       0.000533
23552        92.444366       0.000338
24576        101.942688       0.000434
25600        111.492996       0.000280
26624        122.864876       0.000360
27648        133.026031       -nan
28672        145.183762       0.000000
29696        156.546982       0.000489
30720        169.241913       0.000000
