1024        0.133736      0.009111
2048        0.347510      0.002395
3072        0.660277      0.002025
4096        1.117767      0.001114
5120        1.705434      0.000810
6144        2.419742      0.000946
7168        3.266369      0.000423
8192        4.238408      -nan
9216        5.340587      -nan
10240        6.571186      -nan
11264        7.930693      0.000427
12288        9.420861      0.000656
13312        11.035798      0.000354
14336        12.785614      -nan
15360        14.658938      -nan
16384        16.665617      0.000000
17408        18.798010      0.000294
18432        21.061775      0.000000
19456        23.451880      0.000666
20480        25.973089      -nan
21504        28.619823      0.000273
22528        31.401155      -nan
23552        34.317005      0.000322
24576        37.350597      0.000512
25600        40.516697      -nan
26624        43.814629      -nan
27648        47.241631      0.000000
28672        50.795147      0.000308
29696        54.453716      0.000759
30720        58.260963      -nan
