1024        0.115732       0.012385
2048        0.405053       0.003752
3072        0.894028       0.003231
4096        1.610006       0.001093
5120        2.548545       0.000857
6144        3.698895       0.000915
7168        5.067900       0.001156
8192        6.630940       0.001062
9216        8.401933       -nan
10240        10.372906       -nan
11264        12.591050       0.000877
12288        14.987629       0.000000
13312        17.574009       -nan
14336        20.391569       0.000542
15360        23.434565       -nan
16384        26.667498       -nan
17408        30.098621       -nan
18432        33.751339       0.000000
19456        37.633842       0.000508
20480        41.702198       -nan
21504        45.965668       0.000680
22528        50.446304       0.000310
23552        55.168278       0.000000
24576        60.067348       0.000637
25600        65.165161       -nan
26624        70.485710       0.000000
27648        76.051880       -nan
28672        81.785255       0.000764
29696        87.730026       0.000617
30720        93.885597       0.000666
