1024        0.215667       0.019719
2048        0.551045       0.012242
3072        1.086539       0.004251
4096        1.846875       0.003776
5120        2.789368       0.001642
6144        4.031050       0.002423
7168        5.531177       0.000999
8192        7.264498       0.002184
9216        9.174143       0.000852
10240        11.304294       0.001338
11264        13.654886       -nan
12288        16.223927       0.000000
13312        18.984499       0.000823
14336        22.002918       0.000435
15360        25.239014       0.000819
16384        28.698902       0.000000
17408        32.379395       0.000483
18432        36.286331       -nan
19456        40.413071       0.000387
20480        44.767776       0.000653
21504        49.339043       0.000317
22528        54.140289       -nan
23552        59.160282       0.000528
24576        64.403976       0.000000
25600        69.872406       -nan
26624        75.566330       0.000292
27648        81.481918       0.000000
28672        87.625999       0.000836
29696        93.989441       0.000743
30720        100.579628       0.000538
