1024        0.074059      0.027695
2048        0.218539      0.035434
3072        0.458121      0.002807
4096        0.798969      0.001400
5120        1.236753      0.001007
6144        1.771363      -nan
7168        2.402826      0.000953
8192        3.130002      0.000312
9216        3.953924      0.000247
10240        4.873768      -nan
11264        5.890743      0.000574
12288        7.004457      0.000000
13312        8.214083      0.000476
14336        9.520215      0.000503
15360        10.922218      -nan
16384        12.422076      0.000629
17408        14.017203      -nan
18432        15.708850      -nan
19456        17.496929      0.000316
20480        19.381550      -nan
21504        21.362328      -nan
22528        23.439770      -nan
23552        25.613350      -nan
24576        27.885900      0.000560
25600        30.248936      0.000258
26624        32.712006      -nan
27648        35.271366      -nan
28672        37.926651      -nan
29696        40.679520      0.000272
30720        43.527290      -nan
1024        0.065751      0.013307
2048        0.213112      0.004446
3072        0.457237      0.001486
4096        0.798317      0.000865
5120        1.235551      0.000884
6144        1.770040      0.000552
7168        2.401061      0.000288
8192        3.128415      -nan
9216        3.951928      -nan
10240        4.871666      0.000567
11264        5.888061      -nan
12288        7.001426      0.000483
13312        8.210937      0.000476
14336        9.516507      -nan
15360        10.918967      -nan
16384        12.417371      0.000000
17408        14.012287      0.000558
18432        15.704411      0.000249
19456        17.491875      -nan
20480        19.375938      0.000285
21504        21.356960      -nan
22528        23.433527      -nan
23552        25.607262      0.000682
24576        27.877037      0.000396
25600        30.243330      -nan
26624        32.706070      -nan
27648        35.265305      -nan
28672        37.920914      -nan
29696        40.672958      -nan
30720        43.521587      -nan
1024        0.033712      0.261500
30768        16.930857      0.003677
8192        1.280743      0.090041
8192        1.216244      0.018624
8192        1.217212      0.019110
8192        1.293866      0.123264
8192        1.208469      0.021514
8192        1.206048      0.019956
8192        1.204635      0.018670
8192        1.207697      0.021133
8192        1.267883      0.094628
8192        1.206904      0.020384
32768        19.473167      0.002085
32768        25.782175      0.002099
32768        25.560173      0.002851
32768        25.765354      0.002445
32768        89.836288      0.006628
8192        5.695565      0.017428
1024        0.130401      0.208402
1024        0.125884      0.191523
8192        5.601715      0.044284
8192        1.219377      0.014135
8192        1.218627      0.012311
8192        1.220553      0.014850
8192        1.221922      0.015646
8192        1.280525      0.090581
8192        1.224798      0.013240
8192        1.284092      0.108319
8192        1.210039      0.018682
8192        1.211005      0.018336
8192        1.209978      0.018609
8192        1.211569      0.018841
8192        1.208879      0.019289
8192        1.208331      0.022216
8192        1.206816      0.018198
32768        19.212507      0.002743
32768        19.445593      0.002525
32768        19.350925      0.008550
8192        1.284118      0.106623
8192        1.221166      0.019006
8192        1.221675      0.021258
8192        1.222217      0.020560
8192        1.219132      0.018547
8192        1.290489      0.109378
8192        1.211393      0.020432
8192        1.276919      0.089507
8192        1.221416      0.017085
8192        1.223354      0.021838
8192        1.224207      0.020922
8192        1.231073      0.023124
8192        1.271732      0.094493
8192        1.211345      0.012693
8192        1.215526      0.014581
