1024        0.081576         0.017053
2048        0.250391         0.004638
3072        0.546118         0.001449
4096        0.951189         0.001231
5120        1.470605         0.001150
6144        2.104382         0.001038
7168        2.870619         0.000481
8192        3.736666         0.000739
9216        4.713917         0.000414
10240        5.806913         0.000824
11264        7.043560         0.000000
12288        8.366905         0.000660
13312        9.805351         -nan
14336        11.359405         0.000344
15360        13.063473         0.000423
16384        14.847588         0.000744
17408        16.745058         -nan
18432        18.757448         -nan
19456        20.931440         -nan
20480        23.174543         -nan
21504        25.531946         0.000810
22528        28.001848         0.000279
23552        30.648470         0.000442
24576        33.349262         -nan
25600        36.166763         0.000000
26624        39.096893         0.000400
27648        42.210533         0.000370
28672        45.372391         0.000487
29696        48.649342         0.000000
30720        52.038872         0.000671
30768        16.899487         0.004968
32768        19.287985         0.003278
8192        1.194657         0.019329
8192        1.202649         0.016077
