1024        0.052833       0.016373
2048        0.162280       0.004882
3072        0.347830       0.090992
4096        0.599634       0.001152
5120        0.927465       0.001020
6144        1.327982       -nan
7168        1.801270       0.000470
8192        2.347283       0.000658
9216        2.966057       -nan
10240        3.657521       0.000378
11264        4.421495       -nan
12288        5.258518       -nan
13312        6.168252       -nan
14336        7.150439       -nan
15360        8.205332       0.000337
16384        9.333072       -nan
17408        10.533608       -nan
18432        11.806620       -nan
19456        13.152471       0.000420
20480        14.571514       -nan
21504        16.062689       0.000344
22528        17.626682       0.000313
23552        19.263540       0.000287
24576        20.973122       0.000263
25600        22.755030       0.000768
26624        24.609941       -nan
27648        26.538191       0.000658
28672        28.538179       0.000274
29696        30.611465       -nan
30720        32.757221       0.000584
1024        0.035746       0.663494
8192        1.198046       0.019431
8192        1.198552       0.019682
8192        1.199393       0.020558
8192        1.201849       0.022023
8192        1.200904       0.021231
32768        19.231882       0.003250
8192        1.267646       0.108520
8192        1.194267       0.019307
8192        0.897499       0.089961
8192        0.852028       0.022907
8192        0.851926       0.023352
8192        1.265893       0.093027
8192        1.204960       0.015173
8192        0.926210       0.120218
8192        1.195624       0.013713
8192        1.195657       0.015887
8192        0.892911       0.100257
8192        0.837454       0.020976
8192        0.838448       0.022455
8192        0.837292       0.020007
