1024        0.065679       0.017463
2048        0.194083       0.008415
3072        0.418603       0.002559
4096        0.726295       0.001681
5120        1.120486       0.001022
6144        1.601565       0.000964
7168        2.184149       0.000948
8192        2.840203       0.001087
9216        3.582804       0.000273
10240        4.412548       0.000000
11264        5.350865       0.000730
12288        6.356631       0.000000
13312        7.448822       -nan
14336        8.627310       -nan
15360        9.922415       -nan
16384        11.275712       -nan
17408        12.716621       0.000614
18432        14.244026       -nan
19456        15.895333       0.000348
20480        17.598345       -nan
21504        19.388313       0.000754
22528        21.264009       0.000687
23552        23.278635       0.000475
24576        25.322214       -nan
25600        27.460894       -nan
26624        29.685497       -nan
27648        32.049583       0.000597
28672        34.451488       -nan
29696        36.936726       0.000299
30720        39.510941       -nan
1024        0.061342       0.011901
2048        0.193159       0.003870
3072        0.417774       0.001777
4096        0.725292       0.000476
5120        1.119432       0.000617
6144        1.600784       -nan
7168        2.181483       0.000448
8192        2.838978       0.002919
9216        3.580603       -nan
10240        4.410374       0.000626
11264        5.348755       -nan
12288        6.353566       -nan
13312        7.445168       -nan
14336        8.623660       0.000000
15360        9.918680       -nan
16384        11.272189       -nan
17408        12.712279       0.000869
18432        14.239855       -nan
19456        15.890408       -nan
20480        17.593317       0.000702
21504        19.382250       0.000403
22528        21.259138       0.000581
23552        23.266434       -nan
24576        25.318060       0.000534
25600        27.455786       0.000569
26624        29.680731       0.000372
27648        32.045269       -nan
28672        34.445423       -nan
29696        36.932560       -nan
30720        39.506306       0.000484
1024        0.032801       0.081240
30768        16.908577       0.002552
8192        1.206747       0.024597
8192        1.268222       0.102003
8192        1.205500       0.020651
8192        1.205526       0.021949
8192        1.204502       0.019441
8192        1.204399       0.018609
8192        1.212321       0.019450
8192        1.214373       0.021726
8192        1.212204       0.018608
8192        1.215321       0.021309
32768        19.251247       0.003183
32768        19.156523       0.002659
32768        19.280516       0.002481
32768        45.370384       0.002435
8192        2.907689       0.031066
1024        0.056079       0.163875
8192        1.255579       0.106214
32768        19.098028       0.001875
32768        19.122221       0.002695
8192        1.189838       0.020161
8192        1.241795       0.096551
8192        1.203164       0.019778
8192        1.204126       0.022464
8192        1.203234       0.020131
8192        1.204550       0.020361
8192        1.201927       0.019152
8192        1.203323       0.019320
8192        1.262144       0.099726
8192        1.210462       0.030447
8192        1.214177       0.018899
8192        1.271634       0.115986
8192        1.192907       0.023193
8192        1.201080       0.029133
8192        1.222138       0.070113
8192        1.212459       0.023022
8192        1.201293       0.016395
8192        1.209417       0.014732
8192        1.209695       0.014548
8192        1.192841       0.015376
