1024 0.056756 0.051394 0.051069 0.107541 
2048 0.204395 0.162706 0.162637 0.228978 
3072 0.402270 0.347217 0.346705 0.437928 
4096 0.706663 0.606128 0.600698 0.748107 
5120 1.094333 0.932056 0.932094 1.126263 
6144 1.573419 1.341994 1.330240 1.570978 
7168 2.153386 1.853601 1.805860 2.106789 
8192 2.841303 2.465637 2.380640 2.768373 
9216 3.620846 3.145297 3.016278 3.476384 
10240 4.541927 3.947160 3.779572 4.314925 
11264 5.516623 4.827910 4.611033 5.231887 
12288 6.587289 5.799337 5.612086 6.254930 
13312 7.747771 6.824667 6.721500 7.443998 
14336 8.995415 7.926206 7.903867 8.674780 
15360 10.337337 9.119808 9.140197 9.997017 
16384 11.816462 10.397733 10.439196 11.408050 
17408 13.315783 11.750452 11.808867 12.884360 
18432 14.910822 13.204224 13.251040 14.444408 
19456 16.617529 14.749314 14.772335 16.097271 
20480 18.424976 16.375807 16.379211 17.845343 
21504 20.314337 18.087652 18.059772 19.661495 
22528 22.502453 19.886497 19.816099 21.573166 
23552 24.595177 21.756332 21.655115 23.569796 
24576 26.808252 23.691156 23.589588 25.665993 
25600 29.085546 25.733143 25.590771 27.838102 
26624 31.456577 27.838291 27.677797 30.110508 
27648 33.924587 30.057556 29.850208 32.460567 
28672 36.486706 32.334774 32.105282 34.907909 
29696 39.128319 34.696068 34.436760 37.439098 
30720 41.897182 37.135208 36.845207 40.056190 
