1024        0.159160       0.006124
2048        0.452991       0.002542
3072        0.805871       0.001388
4096        1.424504       0.000907
5120        2.128430       0.000459
6144        3.029173       -nan
7168        4.092835       -nan
8192        5.305278       0.001041
9216        6.689975       -nan
10240        8.227301       0.000000
11264        9.929202       0.000736
12288        11.792677       -nan
13312        13.814359       -nan
14336        15.998000       0.000345
15360        18.343792       0.000602
16384        20.865395       -nan
17408        23.520096       0.000332
18432        26.347561       0.000297
19456        29.337429       -nan
20480        32.489723       0.000481
21504        35.799809       -nan
22528        39.272621       0.000281
23552        42.918510       -nan
24576        46.728615       -nan
25600        50.669132       0.000000
26624        54.795406       -nan
27648        59.075596       0.000264
28672        63.514923       0.000651
29696        68.096901       0.000324
30720        72.970367       0.000525
