1024        0.146829      0.006480
2048        0.538873      0.001281
3072        1.178523      0.000000
4096        2.113086      0.000462
5120        3.329633      0.000415
6144        4.805638      0.000575
7168        6.538629      -nan
8192        8.533245      0.000000
9216        10.785892      0.000573
10240        13.301749      -nan
11264        16.070648      -nan
12288        19.106804      -nan
13312        22.395933      0.000780
14336        25.953028      0.000426
15360        29.760887      0.000525
16384        33.837563      -nan
17408        38.161320      0.000409
18432        42.757877      -nan
19456        47.608379      -nan
20480        52.720646      0.000419
21504        58.084087      -nan
22528        63.715694      -nan
23552        69.602684      -nan
24576        75.749161      -nan
25600        82.153397      0.000538
26624        88.838104      -nan
27648        95.765579      0.000730
28672        102.959328      0.000679
29696        110.414696      0.000490
30720        118.136566      0.000591
