1024        0.477536       0.005630
2048        1.565843       0.001922
3072        3.371956       0.002939
4096        5.873242       0.000470
5120        9.110556       0.001768
6144        13.051709       0.001037
7168        17.705391       0.000936
8192        23.070433       0.000896
9216        29.137947       0.000804
10240        35.961441       0.000614
11264        43.475361       0.000762
12288        51.702789       0.000523
13312        60.660889       0.000815
14336        70.306229       0.000544
15360        80.664108       -nan
16384        91.768761       0.000681
17408        103.592323       -nan
18432        116.120613       -nan
19456        129.353012       0.000000
20480        143.311081       0.000534
21504        157.975098       0.000740
22528        173.391037       0.000360
23552        189.452652       -nan
24576        206.251480       0.000000
25600        223.952637       -nan
26624        242.255508       0.000683
27648        261.189026       -nan
28672        280.943176       0.000703
29696        301.941162       -nan
30720        324.602051       -nan
