1024        0.127978       0.012027
2048        0.367669       0.002718
3072        0.735173       0.001627
4096        1.127640       0.000968
5120        1.754475       0.000557
6144        2.525638       0.000723
7168        3.285673       0.000841
8192        4.322005       0.000320
9216        5.501342       0.000710
10240        6.603261       -nan
11264        8.058496       0.000686
12288        9.651556       -nan
13312        11.096411       -nan
14336        12.955884       -nan
15360        14.956463       0.000522
16384        16.747944       -nan
17408        19.020000       -nan
18432        21.434874       -nan
19456        23.568819       0.000469
20480        26.252058       -nan
21504        29.074995       -nan
22528        31.551891       -nan
23552        34.641479       0.000000
24576        37.890015       0.000000
25600        40.708107       0.000718
26624        44.214413       0.000353
27648        47.864426       -nan
28672        51.050888       -nan
29696        54.962486       -nan
30720        59.378464       0.000526
