1024        0.189673      0.004607
2048        0.705921      0.004165
3072        1.601679      0.001363
4096        2.760504      0.001146
5120        4.295253      0.000719
6144        6.203753      0.000771
7168        8.484034      0.000651
8192        11.167184      0.000247
9216        14.183807      0.000275
10240        17.647919      0.000000
11264        21.458685      -nan
12288        25.581682      0.000611
13312        30.114702      0.000519
14336        34.989384      0.000447
15360        40.254826      -nan
16384        45.911510      0.000834
17408        51.957123      0.000601
18432        58.294361      -nan
19456        65.014252      -nan
20480        72.147476      0.000530
21504        79.580826      0.000000
22528        87.385399      -nan
23552        95.495895      -nan
24576        104.075378      -nan
25600        113.159950      0.000000
26624        122.437820      -nan
27648        132.171509      -nan
28672        142.214539      -nan
29696        152.535614      0.000290
30720        163.230530      0.000469
